t_over_L,d_mm,L_mm,N,lattice_type,band_mean_alpha,alpha_1000hz
0.083571,0.8571,33.3333,10,FCC_face,0.11576,0.098537
0.083571,0.8571,33.3333,15,FCC_face,0.115912,0.098537
0.083571,0.8571,33.3333,20,FCC_face,0.115946,0.098537
0.083571,0.8571,36.6667,5,FCC_face,0.074174,0.050938
0.083571,0.8571,36.6667,10,FCC_face,0.074048,0.050938
0.083571,0.8571,36.6667,15,FCC_face,0.074108,0.050938
0.083571,0.8571,36.6667,20,FCC_face,0.074105,0.050938
0.083571,0.8571,40.0,5,FCC_face,0.046752,0.034131
0.083571,0.8571,40.0,10,FCC_face,0.046695,0.034131
0.083571,0.8571,40.0,15,FCC_face,0.046698,0.034131
0.083571,0.8571,40.0,20,FCC_face,0.046698,0.034131
0.083571,1.0357,13.3333,5,FCC_face,0.308904,0.524264
0.083571,1.0357,13.3333,10,FCC_face,0.442988,0.256787
0.083571,1.0357,13.3333,15,FCC_face,0.559894,0.634836
0.083571,1.0357,13.3333,20,FCC_face,0.661224,0.538516
0.083571,1.0357,16.6667,5,FCC_face,0.468208,0.215781
0.083571,1.0357,16.6667,10,FCC_face,0.54895,0.588512
0.083571,1.0357,16.6667,15,FCC_face,0.651181,0.984355
0.083571,1.0357,16.6667,20,FCC_face,0.676624,0.740119
0.083571,1.0357,20.0,5,FCC_face,0.469712,0.318456
0.083571,1.0357,20.0,10,FCC_face,0.592925,0.781388
0.083571,1.0357,20.0,15,FCC_face,0.612436,0.867104
0.083571,1.0357,20.0,20,FCC_face,0.641627,0.723627
0.083571,1.0357,23.3333,5,FCC_face,0.45559,0.549824
0.083571,1.0357,23.3333,10,FCC_face,0.521112,0.488382
0.083571,1.0357,23.3333,15,FCC_face,0.545941,0.584156
0.083571,1.0357,23.3333,20,FCC_face,0.547674,0.603902
0.083571,1.0357,26.6667,5,FCC_face,0.367486,0.359064
0.083571,1.0357,26.6667,10,FCC_face,0.389509,0.486838
0.083571,1.0357,26.6667,15,FCC_face,0.393726,0.517731
0.083571,1.0357,26.6667,20,FCC_face,0.394683,0.52324
0.083571,1.0357,30.0,5,FCC_face,0.267252,0.313474
0.083571,1.0357,30.0,10,FCC_face,0.264363,0.466771
0.083571,1.0357,30.0,15,FCC_face,0.266397,0.420487
0.083571,1.0357,30.0,20,FCC_face,0.26763,0.424881
0.083571,1.0357,33.3333,5,FCC_face,0.170351,0.266732
0.083571,1.0357,33.3333,10,FCC_face,0.181242,0.284785
0.083571,1.0357,33.3333,15,FCC_face,0.179917,0.282923
0.083571,1.0357,33.3333,20,FCC_face,0.180438,0.283112
0.083571,1.0357,36.6667,5,FCC_face,0.119526,0.091538
0.083571,1.0357,36.6667,10,FCC_face,0.119889,0.091542
0.083571,1.0357,36.6667,15,FCC_face,0.120206,0.091542
0.083571,1.0357,36.6667,20,FCC_face,0.12031,0.091542
0.083571,1.0357,40.0,5,FCC_face,0.079419,0.04796
0.083571,1.0357,40.0,10,FCC_face,0.07869,0.04796
0.083571,1.0357,40.0,15,FCC_face,0.078879,0.04796
0.083571,1.0357,40.0,20,FCC_face,0.078888,0.04796
0.083571,1.2143,16.6667,5,FCC_face,0.393528,0.249479
0.083571,1.2143,16.6667,10,FCC_face,0.487552,0.915842
0.083571,1.2143,16.6667,15,FCC_face,0.610936,0.443709
0.083571,1.2143,16.6667,20,FCC_face,0.675186,0.453157
0.083571,1.2143,20.0,5,FCC_face,0.389268,0.178725
0.083571,1.2143,20.0,10,FCC_face,0.559307,0.315913
0.083571,1.2143,20.0,15,FCC_face,0.630787,0.419382
0.083571,1.2143,20.0,20,FCC_face,0.671384,0.496778
0.083571,1.2143,23.3333,5,FCC_face,0.435545,0.909375
0.083571,1.2143,23.3333,10,FCC_face,0.580105,0.500314
0.083571,1.2143,23.3333,15,FCC_face,0.607229,0.47219
0.083571,1.2143,23.3333,20,FCC_face,0.617126,0.774445
0.083571,1.2143,26.6667,5,FCC_face,0.430469,0.278148
0.083571,1.2143,26.6667,10,FCC_face,0.485611,0.737188
0.083571,1.2143,26.6667,15,FCC_face,0.50679,0.634757
0.083571,1.2143,26.6667,20,FCC_face,0.516014,0.53147
0.083571,1.2143,30.0,5,FCC_face,0.339222,0.738665
0.083571,1.2143,30.0,10,FCC_face,0.362059,0.603087
0.083571,1.2143,30.0,15,FCC_face,0.36565,0.493008
0.083571,1.2143,30.0,20,FCC_face,0.365901,0.497466
0.083571,1.2143,33.3333,5,FCC_face,0.247373,0.284582
0.083571,1.2143,33.3333,10,FCC_face,0.248121,0.382614
0.083571,1.2143,33.3333,15,FCC_face,0.253832,0.423512
0.083571,1.2143,33.3333,20,FCC_face,0.254634,0.426771
0.083571,1.2143,36.6667,5,FCC_face,0.162619,0.235237
0.083571,1.2143,36.6667,10,FCC_face,0.177012,0.265438
0.083571,1.2143,36.6667,15,FCC_face,0.175323,0.266272
0.083571,1.2143,36.6667,20,FCC_face,0.175881,0.266017
0.083571,1.2143,40.0,5,FCC_face,0.119386,0.078915
0.083571,1.2143,40.0,10,FCC_face,0.119685,0.078937
0.083571,1.2143,40.0,15,FCC_face,0.119919,0.078937
0.083571,1.2143,40.0,20,FCC_face,0.120053,0.078937
0.083571,1.3929,20.0,5,FCC_face,0.373833,0.158151
0.083571,1.3929,20.0,10,FCC_face,0.532488,0.327929
0.083571,1.3929,20.0,15,FCC_face,0.635621,0.566337
0.083571,1.3929,20.0,20,FCC_face,0.662443,0.845714
0.083571,1.3929,23.3333,5,FCC_face,0.430388,0.326674
0.083571,1.3929,23.3333,10,FCC_face,0.572144,0.96331
0.083571,1.3929,23.3333,15,FCC_face,0.62427,0.803418
0.083571,1.3929,23.3333,20,FCC_face,0.662777,0.590527
0.083571,1.3929,26.6667,5,FCC_face,0.446066,0.559805
0.083571,1.3929,26.6667,10,FCC_face,0.543134,0.410883
0.083571,1.3929,26.6667,15,FCC_face,0.590175,0.685334
0.083571,1.3929,26.6667,20,FCC_face,0.598429,0.584248
0.083571,1.3929,30.0,5,FCC_face,0.390889,0.245389
0.083571,1.3929,30.0,10,FCC_face,0.440763,0.379367
0.083571,1.3929,30.0,15,FCC_face,0.456626,0.477937
0.083571,1.3929,30.0,20,FCC_face,0.462869,0.548115
0.083571,1.3929,33.3333,5,FCC_face,0.31018,0.601943
0.083571,1.3929,33.3333,10,FCC_face,0.329289,0.391587
0.083571,1.3929,33.3333,15,FCC_face,0.331214,0.572085
0.083571,1.3929,33.3333,20,FCC_face,0.332627,0.497185
0.083571,1.3929,36.6667,5,FCC_face,0.220751,0.451235
0.083571,1.3929,36.6667,10,FCC_face,0.231953,0.441796
0.083571,1.3929,36.6667,15,FCC_face,0.238538,0.42134
0.083571,1.3929,36.6667,20,FCC_face,0.237281,0.413049
0.083571,1.3929,40.0,5,FCC_face,0.153539,0.236878
0.083571,1.3929,40.0,10,FCC_face,0.167858,0.22573
0.083571,1.3929,40.0,15,FCC_face,0.167976,0.224916
0.083571,1.3929,40.0,20,FCC_face,0.167589,0.224859
0.083571,1.5714,20.0,5,FCC_face,0.346837,0.161549
0.083571,1.5714,20.0,10,FCC_face,0.452052,0.489367
0.083571,1.5714,20.0,15,FCC_face,0.582812,0.952429
0.083571,1.5714,20.0,20,FCC_face,0.643651,0.648653
0.083571,1.5714,23.3333,5,FCC_face,0.352282,0.175903
0.083571,1.5714,23.3333,10,FCC_face,0.553915,0.377752
0.083571,1.5714,23.3333,15,FCC_face,0.616118,0.593562
0.083571,1.5714,23.3333,20,FCC_face,0.672692,0.778928
0.083571,1.5714,26.6667,5,FCC_face,0.398938,0.926488
0.083571,1.5714,26.6667,10,FCC_face,0.564623,0.381401
0.083571,1.5714,26.6667,15,FCC_face,0.616294,0.517924
0.083571,1.5714,26.6667,20,FCC_face,0.635949,0.871361
0.083571,1.5714,30.0,5,FCC_face,0.423997,0.250665
0.083571,1.5714,30.0,10,FCC_face,0.504579,0.85498
0.083571,1.5714,30.0,15,FCC_face,0.540902,0.62523
0.083571,1.5714,30.0,20,FCC_face,0.559281,0.516579
0.083571,1.5714,33.3333,5,FCC_face,0.352435,0.506112
0.083571,1.5714,33.3333,10,FCC_face,0.398593,0.786728
0.083571,1.5714,33.3333,15,FCC_face,0.412497,0.696535
0.083571,1.5714,33.3333,20,FCC_face,0.417147,0.605392
0.083571,1.5714,36.6667,5,FCC_face,0.280256,0.283936
0.083571,1.5714,36.6667,10,FCC_face,0.291187,0.637566
0.083571,1.5714,36.6667,15,FCC_face,0.298884,0.458522
0.083571,1.5714,36.6667,20,FCC_face,0.30365,0.498265
0.083571,1.5714,40.0,5,FCC_face,0.194267,0.484817
0.083571,1.5714,40.0,10,FCC_face,0.21684,0.349154
0.083571,1.5714,40.0,15,FCC_face,0.219338,0.379043
0.083571,1.5714,40.0,20,FCC_face,0.219968,0.385669
0.083571,1.75,23.3333,5,FCC_face,0.305633,0.135572
0.083571,1.75,23.3333,10,FCC_face,0.48122,0.245725
0.083571,1.75,23.3333,15,FCC_face,0.585166,0.33781
0.083571,1.75,23.3333,20,FCC_face,0.649923,0.416665
0.083571,1.75,26.6667,5,FCC_face,0.384197,0.45149
0.083571,1.75,26.6667,10,FCC_face,0.560243,0.8035
0.083571,1.75,26.6667,15,FCC_face,0.610637,0.456062
0.083571,1.75,26.6667,20,FCC_face,0.659229,0.474607
0.083571,1.75,30.0,5,FCC_face,0.419967,0.419561
0.083571,1.75,30.0,10,FCC_face,0.536245,0.465136
0.083571,1.75,30.0,15,FCC_face,0.597835,0.532762
0.083571,1.75,30.0,20,FCC_face,0.61764,0.746747
0.083571,1.75,33.3333,5,FCC_face,0.38319,0.214368
0.083571,1.75,33.3333,10,FCC_face,0.45315,0.347456
0.083571,1.75,33.3333,15,FCC_face,0.479986,0.465725
0.083571,1.75,33.3333,20,FCC_face,0.492163,0.570565
0.083571,1.75,36.6667,5,FCC_face,0.317697,0.853681
0.083571,1.75,36.6667,10,FCC_face,0.35759,0.392434
0.083571,1.75,36.6667,15,FCC_face,0.367062,0.530299
0.083571,1.75,36.6667,20,FCC_face,0.370072,0.628629
0.083571,1.75,40.0,5,FCC_face,0.246914,0.268944
0.083571,1.75,40.0,10,FCC_face,0.260261,0.367119
0.083571,1.75,40.0,15,FCC_face,0.273524,0.442352
0.083571,1.75,40.0,20,FCC_face,0.276174,0.479526
0.083571,1.9286,23.3333,5,FCC_face,0.286124,0.123215
0.083571,1.9286,23.3333,10,FCC_face,0.450048,0.246515
0.083571,1.9286,23.3333,15,FCC_face,0.571061,0.406713
0.083571,1.9286,23.3333,20,FCC_face,0.626102,0.625905
0.083571,1.9286,26.6667,5,FCC_face,0.358714,0.22277
0.083571,1.9286,26.6667,10,FCC_face,0.516062,0.746835
0.083571,1.9286,26.6667,15,FCC_face,0.594,0.949941
0.083571,1.9286,26.6667,20,FCC_face,0.665121,0.696451
0.083571,1.9286,30.0,5,FCC_face,0.386603,0.752736
0.083571,1.9286,30.0,10,FCC_face,0.548041,0.291994
0.083571,1.9286,30.0,15,FCC_face,0.614754,0.880692
0.083571,1.9286,30.0,20,FCC_face,0.639711,0.541933
0.083571,1.9286,33.3333,5,FCC_face,0.402717,0.207722
0.083571,1.9286,33.3333,10,FCC_face,0.497428,0.683412
0.083571,1.9286,33.3333,15,FCC_face,0.542202,0.825672
0.083571,1.9286,33.3333,20,FCC_face,0.567809,0.533796
0.083571,1.9286,36.6667,5,FCC_face,0.343971,0.466315
0.083571,1.9286,36.6667,10,FCC_face,0.406412,0.856186
0.083571,1.9286,36.6667,15,FCC_face,0.429543,0.790137
0.083571,1.9286,36.6667,20,FCC_face,0.439144,0.662498
0.083571,1.9286,40.0,5,FCC_face,0.285166,0.308109
0.083571,1.9286,40.0,10,FCC_face,0.311462,0.652893
0.083571,1.9286,40.0,15,FCC_face,0.322452,0.449373
0.083571,1.9286,40.0,20,FCC_face,0.330279,0.607656
0.083571,2.1071,26.6667,5,FCC_face,0.291573,0.146761
0.083571,2.1071,26.6667,10,FCC_face,0.489378,0.340463
0.083571,2.1071,26.6667,15,FCC_face,0.567615,0.587954
0.083571,2.1071,26.6667,20,FCC_face,0.641785,0.835351
0.083571,2.1071,30.0,5,FCC_face,0.341375,0.690965
0.083571,2.1071,30.0,10,FCC_face,0.529087,0.394745
0.083571,2.1071,30.0,15,FCC_face,0.605291,0.377348
0.083571,2.1071,30.0,20,FCC_face,0.646821,0.921876
0.083571,2.1071,33.3333,5,FCC_face,0.390746,0.283746
0.083571,2.1071,33.3333,10,FCC_face,0.516763,0.753799
0.083571,2.1071,33.3333,15,FCC_face,0.587172,0.394864
0.083571,2.1071,33.3333,20,FCC_face,0.618994,0.846388
0.083571,2.1071,36.6667,5,FCC_face,0.362919,0.207224
0.083571,2.1071,36.6667,10,FCC_face,0.445032,0.33092
0.083571,2.1071,36.6667,15,FCC_face,0.480182,0.42138
0.083571,2.1071,36.6667,20,FCC_face,0.497317,0.495893
0.083571,2.1071,40.0,5,FCC_face,0.3093,0.869107
0.083571,2.1071,40.0,10,FCC_face,0.362619,0.37089
0.083571,2.1071,40.0,15,FCC_face,0.379216,0.536218
0.083571,2.1071,40.0,20,FCC_face,0.385592,0.698615
0.083571,2.2857,30.0,5,FCC_face,0.325967,0.369707
0.083571,2.2857,30.0,10,FCC_face,0.506381,0.711628
0.083571,2.2857,30.0,15,FCC_face,0.576261,0.398327
0.083571,2.2857,30.0,20,FCC_face,0.644674,0.422227
0.083571,2.2857,33.3333,5,FCC_face,0.380013,0.447504
0.083571,2.2857,33.3333,10,FCC_face,0.513436,0.313804
0.083571,2.2857,33.3333,15,FCC_face,0.602715,0.716044
0.083571,2.2857,33.3333,20,FCC_face,0.635745,0.511188
0.083571,2.2857,36.6667,5,FCC_face,0.375258,0.174788
0.083571,2.2857,36.6667,10,FCC_face,0.476587,0.417641
0.083571,2.2857,36.6667,15,FCC_face,0.525723,0.857926
0.083571,2.2857,36.6667,20,FCC_face,0.553898,0.837068
0.083571,2.2857,40.0,5,FCC_face,0.326293,0.565756
0.083571,2.2857,40.0,10,FCC_face,0.398709,0.951475
0.083571,2.2857,40.0,15,FCC_face,0.428855,0.681596
0.083571,2.2857,40.0,20,FCC_face,0.442738,0.550212
0.083571,2.4643,30.0,5,FCC_face,0.305286,0.213596
0.083571,2.4643,30.0,10,FCC_face,0.454478,0.779449
0.083571,2.4643,30.0,15,FCC_face,0.557802,0.713585
0.083571,2.4643,30.0,20,FCC_face,0.6285,0.489026
0.083571,2.4643,33.3333,5,FCC_face,0.330631,0.648021
0.083571,2.4643,33.3333,10,FCC_face,0.50944,0.25395
0.083571,2.4643,33.3333,15,FCC_face,0.595663,0.801382
0.083571,2.4643,33.3333,20,FCC_face,0.636767,0.528802
0.083571,2.4643,36.6667,5,FCC_face,0.376635,0.198685
0.083571,2.4643,36.6667,10,FCC_face,0.496145,0.930538
0.083571,2.4643,36.6667,15,FCC_face,0.563503,0.524429
0.083571,2.4643,36.6667,20,FCC_face,0.604949,0.464295
0.083571,2.4643,40.0,5,FCC_face,0.338352,0.231425
0.083571,2.4643,40.0,10,FCC_face,0.426765,0.401195
0.083571,2.4643,40.0,15,FCC_face,0.467713,0.515447
0.083571,2.4643,40.0,20,FCC_face,0.488834,0.587591
0.083571,2.6429,33.3333,5,FCC_face,0.292809,0.60623
0.083571,2.6429,33.3333,10,FCC_face,0.477764,0.310528
0.083571,2.6429,33.3333,15,FCC_face,0.570842,0.364314
0.083571,2.6429,33.3333,20,FCC_face,0.626409,0.995025
0.083571,2.6429,36.6667,5,FCC_face,0.351292,0.260795
0.083571,2.6429,36.6667,10,FCC_face,0.495169,0.600559
0.083571,2.6429,36.6667,15,FCC_face,0.582039,0.360478
0.083571,2.6429,36.6667,20,FCC_face,0.625893,0.969222
0.083571,2.6429,40.0,5,FCC_face,0.346252,0.162803
0.083571,2.6429,40.0,10,FCC_face,0.449515,0.288743
0.083571,2.6429,40.0,15,FCC_face,0.501419,0.446411
0.083571,2.6429,40.0,20,FCC_face,0.530695,0.648853
0.083571,2.8214,36.6667,5,FCC_face,0.339113,0.364466
0.083571,2.8214,36.6667,10,FCC_face,0.476897,0.291217
0.083571,2.8214,36.6667,15,FCC_face,0.581003,0.605023
0.083571,2.8214,36.6667,20,FCC_face,0.626231,0.512953
0.083571,2.8214,40.0,5,FCC_face,0.349882,0.155267
0.083571,2.8214,40.0,10,FCC_face,0.467195,0.441195
0.083571,2.8214,40.0,15,FCC_face,0.531418,0.989293
0.083571,2.8214,40.0,20,FCC_face,0.572006,0.692146
0.083571,3.0,36.6667,5,FCC_face,0.305077,0.488079
0.083571,3.0,36.6667,10,FCC_face,0.469936,0.222405
0.083571,3.0,36.6667,15,FCC_face,0.563589,0.936801
0.083571,3.0,36.6667,20,FCC_face,0.615583,0.400734
0.083571,3.0,40.0,5,FCC_face,0.344534,0.172985
0.083571,3.0,40.0,10,FCC_face,0.47383,0.862188
0.083571,3.0,40.0,15,FCC_face,0.55224,0.49765
0.083571,3.0,40.0,20,FCC_face,0.604379,0.423272
0.094286,0.5,10.0,5,FCC_face,0.525824,0.595395
0.094286,0.5,10.0,10,FCC_face,0.588101,0.612703
0.094286,0.5,10.0,15,FCC_face,0.620779,0.516381
0.094286,0.5,10.0,20,FCC_face,0.631541,0.705507
0.094286,0.5,13.3333,5,FCC_face,0.47021,0.364503
0.094286,0.5,13.3333,10,FCC_face,0.510067,0.520033
0.094286,0.5,13.3333,15,FCC_face,0.506523,0.539874
0.094286,0.5,13.3333,20,FCC_face,0.508836,0.53317
0.094286,0.5,16.6667,5,FCC_face,0.358969,0.368754
0.094286,0.5,16.6667,10,FCC_face,0.365357,0.435899
0.094286,0.5,16.6667,15,FCC_face,0.366474,0.422914
0.094286,0.5,16.6667,20,FCC_face,0.366611,0.422266
0.094286,0.5,20.0,5,FCC_face,0.217979,0.307715
0.094286,0.5,20.0,10,FCC_face,0.215666,0.309736
0.094286,0.5,20.0,15,FCC_face,0.215683,0.309453
0.094286,0.5,20.0,20,FCC_face,0.215697,0.309471
0.094286,0.5,23.3333,5,FCC_face,0.125283,0.159408
0.094286,0.5,23.3333,10,FCC_face,0.125828,0.159506
0.094286,0.5,23.3333,15,FCC_face,0.125827,0.159506
0.094286,0.5,23.3333,20,FCC_face,0.125826,0.159506
0.094286,0.5,26.6667,5,FCC_face,0.074613,0.071592
0.094286,0.5,26.6667,10,FCC_face,0.074557,0.071592
0.094286,0.5,26.6667,15,FCC_face,0.074558,0.071592
0.094286,0.5,26.6667,20,FCC_face,0.074558,0.071592
0.094286,0.5,30.0,5,FCC_face,0.045504,0.043141
0.094286,0.5,30.0,10,FCC_face,0.045504,0.043141
0.094286,0.5,30.0,15,FCC_face,0.045504,0.043141
0.094286,0.5,30.0,20,FCC_face,0.045504,0.043141
0.094286,0.5,33.3333,5,FCC_face,0.029639,0.029432
0.094286,0.5,33.3333,10,FCC_face,0.029639,0.029432
0.094286,0.5,33.3333,15,FCC_face,0.029639,0.029432
0.094286,0.5,33.3333,20,FCC_face,0.029639,0.029432
0.094286,0.5,36.6667,5,FCC_face,0.020883,0.021398
0.094286,0.5,36.6667,10,FCC_face,0.020883,0.021398
0.094286,0.5,36.6667,15,FCC_face,0.020883,0.021398
0.094286,0.5,36.6667,20,FCC_face,0.020883,0.021398
0.094286,0.5,40.0,5,FCC_face,0.015549,0.016198
0.094286,0.5,40.0,10,FCC_face,0.015549,0.016198
0.094286,0.5,40.0,15,FCC_face,0.015549,0.016198
0.094286,0.5,40.0,20,FCC_face,0.015549,0.016198
0.094286,0.6786,10.0,5,FCC_face,0.43974,0.850053
0.094286,0.6786,10.0,10,FCC_face,0.572122,0.302259
0.094286,0.6786,10.0,15,FCC_face,0.627955,0.982682
0.094286,0.6786,10.0,20,FCC_face,0.689375,0.494031
0.094286,0.6786,13.3333,5,FCC_face,0.553868,0.282455
0.094286,0.6786,13.3333,10,FCC_face,0.57461,0.639206
0.094286,0.6786,13.3333,15,FCC_face,0.629977,0.811775
0.094286,0.6786,13.3333,20,FCC_face,0.62975,0.674282
0.094286,0.6786,16.6667,5,FCC_face,0.46868,0.633066
0.094286,0.6786,16.6667,10,FCC_face,0.532338,0.652075
0.094286,0.6786,16.6667,15,FCC_face,0.528502,0.51887
0.094286,0.6786,16.6667,20,FCC_face,0.531053,0.53513
0.094286,0.6786,20.0,5,FCC_face,0.374406,0.318147
0.094286,0.6786,20.0,10,FCC_face,0.385147,0.454769
0.094286,0.6786,20.0,15,FCC_face,0.387579,0.476354
0.094286,0.6786,20.0,20,FCC_face,0.388299,0.468621
0.094286,0.6786,23.3333,5,FCC_face,0.245028,0.345551
0.094286,0.6786,23.3333,10,FCC_face,0.240472,0.363494
0.094286,0.6786,23.3333,15,FCC_face,0.24044,0.359457
0.094286,0.6786,23.3333,20,FCC_face,0.240595,0.360165
0.094286,0.6786,26.6667,5,FCC_face,0.145457,0.203419
0.094286,0.6786,26.6667,10,FCC_face,0.148274,0.205682
0.094286,0.6786,26.6667,15,FCC_face,0.148059,0.205658
0.094286,0.6786,26.6667,20,FCC_face,0.148074,0.205659
0.094286,0.6786,30.0,5,FCC_face,0.091647,0.077259
0.094286,0.6786,30.0,10,FCC_face,0.091009,0.077259
0.094286,0.6786,30.0,15,FCC_face,0.090979,0.077259
0.094286,0.6786,30.0,20,FCC_face,0.090977,0.077259
0.094286,0.6786,33.3333,5,FCC_face,0.0556,0.044547
0.094286,0.6786,33.3333,10,FCC_face,0.055739,0.044547
0.094286,0.6786,33.3333,15,FCC_face,0.055738,0.044547
0.094286,0.6786,33.3333,20,FCC_face,0.055738,0.044547
0.094286,0.6786,36.6667,5,FCC_face,0.034765,0.030372
0.094286,0.6786,36.6667,10,FCC_face,0.034761,0.030372
0.094286,0.6786,36.6667,15,FCC_face,0.034761,0.030372
0.094286,0.6786,36.6667,20,FCC_face,0.034761,0.030372
0.094286,0.6786,40.0,5,FCC_face,0.023346,0.022281
0.094286,0.6786,40.0,10,FCC_face,0.023346,0.022281
0.094286,0.6786,40.0,15,FCC_face,0.023346,0.022281
0.094286,0.6786,40.0,20,FCC_face,0.023346,0.022281
0.094286,0.8571,13.3333,5,FCC_face,0.437568,0.385823
0.094286,0.8571,13.3333,10,FCC_face,0.563753,0.756874
0.094286,0.8571,13.3333,15,FCC_face,0.63703,0.40967
0.094286,0.8571,13.3333,20,FCC_face,0.688778,0.715325
0.094286,0.8571,16.6667,5,FCC_face,0.450144,0.225633
0.094286,0.8571,16.6667,10,FCC_face,0.579175,0.382395
0.094286,0.8571,16.6667,15,FCC_face,0.612192,0.483999
0.094286,0.8571,16.6667,20,FCC_face,0.629186,0.547527
0.094286,0.8571,20.0,5,FCC_face,0.452828,0.848646
0.094286,0.8571,20.0,10,FCC_face,0.522184,0.411556
0.094286,0.8571,20.0,15,FCC_face,0.532818,0.638671
0.094286,0.8571,20.0,20,FCC_face,0.531145,0.549406
0.094286,0.8571,23.3333,5,FCC_face,0.362853,0.321327
0.094286,0.8571,23.3333,10,FCC_face,0.376581,0.42424
0.094286,0.8571,23.3333,15,FCC_face,0.378872,0.462543
0.094286,0.8571,23.3333,20,FCC_face,0.379466,0.477682
0.094286,0.8571,26.6667,5,FCC_face,0.24845,0.31001
0.094286,0.8571,26.6667,10,FCC_face,0.243567,0.399751
0.094286,0.8571,26.6667,15,FCC_face,0.24461,0.382841
0.094286,0.8571,26.6667,20,FCC_face,0.245115,0.383049
0.094286,0.8571,30.0,5,FCC_face,0.151862,0.217263
0.094286,0.8571,30.0,10,FCC_face,0.157947,0.225852
0.094286,0.8571,30.0,15,FCC_face,0.157274,0.225744
0.094286,0.8571,30.0,20,FCC_face,0.157365,0.22574
0.094286,0.8571,33.3333,5,FCC_face,0.101321,0.076073
0.094286,0.8571,33.3333,10,FCC_face,0.100289,0.076073
0.094286,0.8571,33.3333,15,FCC_face,0.100181,0.076073
0.094286,0.8571,33.3333,20,FCC_face,0.100169,0.076073
0.094286,0.8571,36.6667,5,FCC_face,0.062256,0.043311
0.094286,0.8571,36.6667,10,FCC_face,0.06281,0.043311
0.094286,0.8571,36.6667,15,FCC_face,0.062788,0.043311
0.094286,0.8571,36.6667,20,FCC_face,0.062789,0.043311
0.094286,0.8571,40.0,5,FCC_face,0.039048,0.029785
0.094286,0.8571,40.0,10,FCC_face,0.03894,0.029785
0.094286,0.8571,40.0,15,FCC_face,0.038938,0.029785
0.094286,0.8571,40.0,20,FCC_face,0.038938,0.029785
0.094286,1.0357,13.3333,5,FCC_face,0.316477,0.494715
0.094286,1.0357,13.3333,10,FCC_face,0.455637,0.288345
0.094286,1.0357,13.3333,15,FCC_face,0.585842,0.52664
0.094286,1.0357,13.3333,20,FCC_face,0.678515,0.695837
0.094286,1.0357,16.6667,5,FCC_face,0.461044,0.201197
0.094286,1.0357,16.6667,10,FCC_face,0.570559,0.46553
0.094286,1.0357,16.6667,15,FCC_face,0.645387,0.830837
0.094286,1.0357,16.6667,20,FCC_face,0.662291,0.911263
0.094286,1.0357,20.0,5,FCC_face,0.467071,0.429395
0.094286,1.0357,20.0,10,FCC_face,0.580793,0.929675
0.094286,1.0357,20.0,15,FCC_face,0.599785,0.675363
0.094286,1.0357,20.0,20,FCC_face,0.618819,0.555573
0.094286,1.0357,23.3333,5,FCC_face,0.438411,0.394267
0.094286,1.0357,23.3333,10,FCC_face,0.49189,0.684153
0.094286,1.0357,23.3333,15,FCC_face,0.512803,0.480089
0.094286,1.0357,23.3333,20,FCC_face,0.516955,0.615024
0.094286,1.0357,26.6667,5,FCC_face,0.34012,0.540977
0.094286,1.0357,26.6667,10,FCC_face,0.355879,0.591572
0.094286,1.0357,26.6667,15,FCC_face,0.35775,0.520977
0.094286,1.0357,26.6667,20,FCC_face,0.357703,0.493639
0.094286,1.0357,30.0,5,FCC_face,0.237066,0.288277
0.094286,1.0357,30.0,10,FCC_face,0.234888,0.368322
0.094286,1.0357,30.0,15,FCC_face,0.238358,0.390523
0.094286,1.0357,30.0,20,FCC_face,0.238687,0.39086
0.094286,1.0357,33.3333,5,FCC_face,0.150119,0.213436
0.094286,1.0357,33.3333,10,FCC_face,0.15899,0.21966
0.094286,1.0357,33.3333,15,FCC_face,0.158235,0.220081
0.094286,1.0357,33.3333,20,FCC_face,0.158243,0.220091
0.094286,1.0357,36.6667,5,FCC_face,0.105247,0.069602
0.094286,1.0357,36.6667,10,FCC_face,0.104011,0.069605
0.094286,1.0357,36.6667,15,FCC_face,0.103795,0.069605
0.094286,1.0357,36.6667,20,FCC_face,0.103758,0.069605
0.094286,1.0357,40.0,5,FCC_face,0.065649,0.040603
0.094286,1.0357,40.0,10,FCC_face,0.066603,0.040603
0.094286,1.0357,40.0,15,FCC_face,0.066598,0.040603
0.094286,1.0357,40.0,20,FCC_face,0.066591,0.040603
0.094286,1.2143,16.6667,5,FCC_face,0.41557,0.22784
0.094286,1.2143,16.6667,10,FCC_face,0.486786,0.885306
0.094286,1.2143,16.6667,15,FCC_face,0.631358,0.589642
0.094286,1.2143,16.6667,20,FCC_face,0.661911,0.437132
0.094286,1.2143,20.0,5,FCC_face,0.393292,0.192599
0.094286,1.2143,20.0,10,FCC_face,0.575562,0.365351
0.094286,1.2143,20.0,15,FCC_face,0.627584,0.508571
0.094286,1.2143,20.0,20,FCC_face,0.66582,0.615089
0.094286,1.2143,23.3333,5,FCC_face,0.434789,0.985481
0.094286,1.2143,23.3333,10,FCC_face,0.561901,0.384491
0.094286,1.2143,23.3333,15,FCC_face,0.590737,0.633452
0.094286,1.2143,23.3333,20,FCC_face,0.595545,0.680275
0.094286,1.2143,26.6667,5,FCC_face,0.407098,0.245794
0.094286,1.2143,26.6667,10,FCC_face,0.451817,0.478262
0.094286,1.2143,26.6667,15,FCC_face,0.466417,0.651611
