t_over_L,d_mm,L_mm,N,lattice_type,band_mean_alpha,alpha_1000hz
0.137143,2.4643,30.0,20,FCC_face,0.617709,0.751451
0.137143,2.4643,33.3333,5,FCC_face,0.370616,0.192638
0.137143,2.4643,33.3333,10,FCC_face,0.479552,0.941682
0.137143,2.4643,33.3333,15,FCC_face,0.540276,0.502691
0.137143,2.4643,33.3333,20,FCC_face,0.577095,0.44908
0.137143,2.4643,36.6667,5,FCC_face,0.322785,0.275678
0.137143,2.4643,36.6667,10,FCC_face,0.398817,0.542025
0.137143,2.4643,36.6667,15,FCC_face,0.432277,0.714474
0.137143,2.4643,36.6667,20,FCC_face,0.448785,0.773047
0.137143,2.4643,40.0,5,FCC_face,0.271821,0.364757
0.137143,2.4643,40.0,10,FCC_face,0.314614,0.400113
0.137143,2.4643,40.0,15,FCC_face,0.328515,0.589014
0.137143,2.4643,40.0,20,FCC_face,0.338902,0.500942
0.137143,2.6429,33.3333,5,FCC_face,0.350653,0.265346
0.137143,2.6429,33.3333,10,FCC_face,0.485062,0.553467
0.137143,2.6429,33.3333,15,FCC_face,0.566045,0.357139
0.137143,2.6429,33.3333,20,FCC_face,0.603841,0.972725
0.137143,2.6429,36.6667,5,FCC_face,0.334237,0.164411
0.137143,2.6429,36.6667,10,FCC_face,0.425094,0.273771
0.137143,2.6429,36.6667,15,FCC_face,0.468711,0.376547
0.137143,2.6429,36.6667,20,FCC_face,0.492309,0.486516
0.137143,2.6429,40.0,5,FCC_face,0.28675,0.949168
0.137143,2.6429,40.0,10,FCC_face,0.349854,0.360643
0.137143,2.6429,40.0,15,FCC_face,0.374312,0.4272
0.137143,2.6429,40.0,20,FCC_face,0.384633,0.757215
0.137143,2.8214,36.6667,5,FCC_face,0.341801,0.14748
0.137143,2.8214,36.6667,10,FCC_face,0.447048,0.36695
0.137143,2.8214,36.6667,15,FCC_face,0.502196,0.851121
0.137143,2.8214,36.6667,20,FCC_face,0.535849,0.850241
0.137143,2.8214,40.0,5,FCC_face,0.297839,0.530563
0.137143,2.8214,40.0,10,FCC_face,0.375152,0.962933
0.137143,2.8214,40.0,15,FCC_face,0.410887,0.634062
0.137143,2.8214,40.0,20,FCC_face,0.429084,0.496674
0.137143,3.0,36.6667,5,FCC_face,0.343447,0.162699
0.137143,3.0,36.6667,10,FCC_face,0.461518,0.795042
0.137143,3.0,36.6667,15,FCC_face,0.531269,0.576543
0.137143,3.0,36.6667,20,FCC_face,0.577291,0.403878
0.137143,3.0,40.0,5,FCC_face,0.306042,0.225458
0.137143,3.0,40.0,10,FCC_face,0.395463,0.439431
0.137143,3.0,40.0,15,FCC_face,0.440019,0.609997
0.137143,3.0,40.0,20,FCC_face,0.464536,0.719002
0.147857,0.5,10.0,5,FCC_face,0.554586,0.365144
0.147857,0.5,10.0,10,FCC_face,0.52459,0.708292
0.147857,0.5,10.0,15,FCC_face,0.55805,0.585529
0.147857,0.5,10.0,20,FCC_face,0.553685,0.525696
0.147857,0.5,13.3333,5,FCC_face,0.397027,0.592684
0.147857,0.5,13.3333,10,FCC_face,0.421017,0.438972
0.147857,0.5,13.3333,15,FCC_face,0.419671,0.438138
0.147857,0.5,13.3333,20,FCC_face,0.419364,0.447894
0.147857,0.5,16.6667,5,FCC_face,0.254529,0.346294
0.147857,0.5,16.6667,10,FCC_face,0.253215,0.336658
0.147857,0.5,16.6667,15,FCC_face,0.252962,0.334098
0.147857,0.5,16.6667,20,FCC_face,0.252926,0.333909
0.147857,0.5,20.0,5,FCC_face,0.136406,0.19387
0.147857,0.5,20.0,10,FCC_face,0.136997,0.19297
0.147857,0.5,20.0,15,FCC_face,0.136973,0.192972
0.147857,0.5,20.0,20,FCC_face,0.136974,0.192972
0.147857,0.5,23.3333,5,FCC_face,0.07564,0.074663
0.147857,0.5,23.3333,10,FCC_face,0.07554,0.074663
0.147857,0.5,23.3333,15,FCC_face,0.075539,0.074663
0.147857,0.5,23.3333,20,FCC_face,0.075539,0.074663
0.147857,0.5,26.6667,5,FCC_face,0.043071,0.040749
0.147857,0.5,26.6667,10,FCC_face,0.043073,0.040749
0.147857,0.5,26.6667,15,FCC_face,0.043073,0.040749
0.147857,0.5,26.6667,20,FCC_face,0.043073,0.040749
0.147857,0.5,30.0,5,FCC_face,0.026551,0.026414
0.147857,0.5,30.0,10,FCC_face,0.026551,0.026414
0.147857,0.5,30.0,15,FCC_face,0.026551,0.026414
0.147857,0.5,30.0,20,FCC_face,0.026551,0.026414
0.147857,0.5,33.3333,5,FCC_face,0.018033,0.018542
0.147857,0.5,33.3333,10,FCC_face,0.018033,0.018542
0.147857,0.5,33.3333,15,FCC_face,0.018033,0.018542
0.147857,0.5,33.3333,20,FCC_face,0.018033,0.018542
0.147857,0.5,36.6667,5,FCC_face,0.013072,0.013662
0.147857,0.5,36.6667,10,FCC_face,0.013072,0.013662
0.147857,0.5,36.6667,15,FCC_face,0.013072,0.013662
0.147857,0.5,36.6667,20,FCC_face,0.013072,0.013662
0.147857,0.5,40.0,5,FCC_face,0.009877,0.010413
0.147857,0.5,40.0,10,FCC_face,0.009877,0.010413
0.147857,0.5,40.0,15,FCC_face,0.009877,0.010413
0.147857,0.5,40.0,20,FCC_face,0.009877,0.010413
0.147857,0.6786,10.0,5,FCC_face,0.438254,0.676896
0.147857,0.6786,10.0,10,FCC_face,0.530598,0.362862
0.147857,0.6786,10.0,15,FCC_face,0.613158,0.603018
0.147857,0.6786,10.0,20,FCC_face,0.663798,0.684223
0.147857,0.6786,13.3333,5,FCC_face,0.459213,0.240092
0.147857,0.6786,13.3333,10,FCC_face,0.536325,0.385669
0.147857,0.6786,13.3333,15,FCC_face,0.553072,0.469741
0.147857,0.6786,13.3333,20,FCC_face,0.557896,0.517232
0.147857,0.6786,16.6667,5,FCC_face,0.400818,0.527971
0.147857,0.6786,16.6667,10,FCC_face,0.426942,0.438299
0.147857,0.6786,16.6667,15,FCC_face,0.432204,0.478719
0.147857,0.6786,16.6667,20,FCC_face,0.431487,0.473296
0.147857,0.6786,20.0,5,FCC_face,0.265737,0.455322
0.147857,0.6786,20.0,10,FCC_face,0.263799,0.370253
0.147857,0.6786,20.0,15,FCC_face,0.262893,0.366805
0.147857,0.6786,20.0,20,FCC_face,0.262713,0.369055
0.147857,0.6786,23.3333,5,FCC_face,0.149546,0.231757
0.147857,0.6786,23.3333,10,FCC_face,0.151867,0.226404
0.147857,0.6786,23.3333,15,FCC_face,0.151693,0.226572
0.147857,0.6786,23.3333,20,FCC_face,0.151716,0.22657
0.147857,0.6786,26.6667,5,FCC_face,0.088149,0.076579
0.147857,0.6786,26.6667,10,FCC_face,0.087649,0.076577
0.147857,0.6786,26.6667,15,FCC_face,0.087625,0.076577
0.147857,0.6786,26.6667,20,FCC_face,0.087623,0.076577
0.147857,0.6786,30.0,5,FCC_face,0.050363,0.040408
0.147857,0.6786,30.0,10,FCC_face,0.050482,0.040408
0.147857,0.6786,30.0,15,FCC_face,0.050481,0.040408
0.147857,0.6786,30.0,20,FCC_face,0.050481,0.040408
0.147857,0.6786,33.3333,5,FCC_face,0.029836,0.026444
0.147857,0.6786,33.3333,10,FCC_face,0.029836,0.026444
0.147857,0.6786,33.3333,15,FCC_face,0.029836,0.026444
0.147857,0.6786,33.3333,20,FCC_face,0.029836,0.026444
0.147857,0.6786,36.6667,5,FCC_face,0.019481,0.018862
0.147857,0.6786,36.6667,10,FCC_face,0.019481,0.018862
0.147857,0.6786,36.6667,15,FCC_face,0.019481,0.018862
0.147857,0.6786,36.6667,20,FCC_face,0.019481,0.018862
0.147857,0.6786,40.0,5,FCC_face,0.014031,0.014129
0.147857,0.6786,40.0,10,FCC_face,0.014031,0.014129
0.147857,0.6786,40.0,15,FCC_face,0.014031,0.014129
0.147857,0.6786,40.0,20,FCC_face,0.014031,0.014129
0.147857,0.8571,13.3333,5,FCC_face,0.514085,0.247925
0.147857,0.8571,13.3333,10,FCC_face,0.534555,0.731331
0.147857,0.8571,13.3333,15,FCC_face,0.629173,0.840335
0.147857,0.8571,13.3333,20,FCC_face,0.631512,0.568105
0.147857,0.8571,16.6667,5,FCC_face,0.454446,0.475248
0.147857,0.8571,16.6667,10,FCC_face,0.537918,0.793158
0.147857,0.8571,16.6667,15,FCC_face,0.540022,0.576102
0.147857,0.8571,16.6667,20,FCC_face,0.549105,0.51569
0.147857,0.8571,20.0,5,FCC_face,0.381119,0.288455
0.147857,0.8571,20.0,10,FCC_face,0.402522,0.530977
0.147857,0.8571,20.0,15,FCC_face,0.409054,0.513639
0.147857,0.8571,20.0,20,FCC_face,0.411229,0.474028
0.147857,0.8571,23.3333,5,FCC_face,0.256354,0.405731
0.147857,0.8571,23.3333,10,FCC_face,0.252997,0.365203
0.147857,0.8571,23.3333,15,FCC_face,0.252166,0.384769
0.147857,0.8571,23.3333,20,FCC_face,0.252391,0.379594
0.147857,0.8571,26.6667,5,FCC_face,0.148019,0.224819
0.147857,0.8571,26.6667,10,FCC_face,0.153762,0.230514
0.147857,0.8571,26.6667,15,FCC_face,0.153057,0.230206
0.147857,0.8571,26.6667,20,FCC_face,0.153218,0.230222
0.147857,0.8571,30.0,5,FCC_face,0.093117,0.07012
0.147857,0.8571,30.0,10,FCC_face,0.092181,0.070119
0.147857,0.8571,30.0,15,FCC_face,0.09209,0.070119
0.147857,0.8571,30.0,20,FCC_face,0.09208,0.070119
0.147857,0.8571,33.3333,5,FCC_face,0.05387,0.037726
0.147857,0.8571,33.3333,10,FCC_face,0.054373,0.037726
0.147857,0.8571,33.3333,15,FCC_face,0.054351,0.037726
0.147857,0.8571,33.3333,20,FCC_face,0.054353,0.037726
0.147857,0.8571,36.6667,5,FCC_face,0.031852,0.025216
0.147857,0.8571,36.6667,10,FCC_face,0.031822,0.025216
0.147857,0.8571,36.6667,15,FCC_face,0.031823,0.025216
0.147857,0.8571,36.6667,20,FCC_face,0.031823,0.025216
0.147857,0.8571,40.0,5,FCC_face,0.019949,0.018325
0.147857,0.8571,40.0,10,FCC_face,0.019949,0.018325
0.147857,0.8571,40.0,15,FCC_face,0.019949,0.018325
0.147857,0.8571,40.0,20,FCC_face,0.019949,0.018325
0.147857,1.0357,13.3333,5,FCC_face,0.389373,0.331991
0.147857,1.0357,13.3333,10,FCC_face,0.522203,0.713642
0.147857,1.0357,13.3333,15,FCC_face,0.602316,0.357535
0.147857,1.0357,13.3333,20,FCC_face,0.66536,0.678718
0.147857,1.0357,16.6667,5,FCC_face,0.408974,0.191754
0.147857,1.0357,16.6667,10,FCC_face,0.554229,0.337507
0.147857,1.0357,16.6667,15,FCC_face,0.596277,0.441538
0.147857,1.0357,16.6667,20,FCC_face,0.621284,0.512646
0.147857,1.0357,20.0,5,FCC_face,0.431447,0.821093
0.147857,1.0357,20.0,10,FCC_face,0.509132,0.364517
0.147857,1.0357,20.0,15,FCC_face,0.526419,0.684052
0.147857,1.0357,20.0,20,FCC_face,0.525632,0.517108
0.147857,1.0357,23.3333,5,FCC_face,0.345465,0.297102
0.147857,1.0357,23.3333,10,FCC_face,0.364315,0.408414
0.147857,1.0357,23.3333,15,FCC_face,0.368087,0.450409
0.147857,1.0357,23.3333,20,FCC_face,0.369091,0.4681
0.147857,1.0357,26.6667,5,FCC_face,0.235697,0.268359
0.147857,1.0357,26.6667,10,FCC_face,0.231226,0.39269
0.147857,1.0357,26.6667,15,FCC_face,0.233575,0.38111
0.147857,1.0357,26.6667,20,FCC_face,0.234472,0.374901
0.147857,1.0357,30.0,5,FCC_face,0.139937,0.198334
0.147857,1.0357,30.0,10,FCC_face,0.148271,0.206812
0.147857,1.0357,30.0,15,FCC_face,0.147399,0.20722
0.147857,1.0357,30.0,20,FCC_face,0.147473,0.207219
0.147857,1.0357,33.3333,5,FCC_face,0.093289,0.059813
0.147857,1.0357,33.3333,10,FCC_face,0.091786,0.059814
0.147857,1.0357,33.3333,15,FCC_face,0.091534,0.059814
0.147857,1.0357,33.3333,20,FCC_face,0.091489,0.059814
0.147857,1.0357,36.6667,5,FCC_face,0.054282,0.034133
0.147857,1.0357,36.6667,10,FCC_face,0.055333,0.034133
0.147857,1.0357,36.6667,15,FCC_face,0.055254,0.034133
0.147857,1.0357,36.6667,20,FCC_face,0.055262,0.034133
0.147857,1.0357,40.0,5,FCC_face,0.032681,0.02348
0.147857,1.0357,40.0,10,FCC_face,0.032539,0.02348
0.147857,1.0357,40.0,15,FCC_face,0.03254,0.02348
0.147857,1.0357,40.0,20,FCC_face,0.03254,0.02348
0.147857,1.2143,16.6667,5,FCC_face,0.41538,0.168365
0.147857,1.2143,16.6667,10,FCC_face,0.545584,0.364625
0.147857,1.2143,16.6667,15,FCC_face,0.625295,0.65218
0.147857,1.2143,16.6667,20,FCC_face,0.63765,0.899333
0.147857,1.2143,20.0,5,FCC_face,0.430819,0.512735
0.147857,1.2143,20.0,10,FCC_face,0.561356,0.843107
0.147857,1.2143,20.0,15,FCC_face,0.576565,0.506196
0.147857,1.2143,20.0,20,FCC_face,0.597063,0.492787
0.147857,1.2143,23.3333,5,FCC_face,0.409384,0.28661
0.147857,1.2143,23.3333,10,FCC_face,0.460049,0.783579
0.147857,1.2143,23.3333,15,FCC_face,0.481163,0.497547
0.147857,1.2143,23.3333,20,FCC_face,0.48907,0.512007
0.147857,1.2143,26.6667,5,FCC_face,0.309013,0.739794
0.147857,1.2143,26.6667,10,FCC_face,0.325274,0.500776
0.147857,1.2143,26.6667,15,FCC_face,0.326918,0.432555
0.147857,1.2143,26.6667,20,FCC_face,0.326649,0.461383
0.147857,1.2143,30.0,5,FCC_face,0.20594,0.340164
0.147857,1.2143,30.0,10,FCC_face,0.209369,0.356512
0.147857,1.2143,30.0,15,FCC_face,0.213818,0.3577
0.147857,1.2143,30.0,20,FCC_face,0.213068,0.358178
0.147857,1.2143,33.3333,5,FCC_face,0.130462,0.15949
0.147857,1.2143,33.3333,10,FCC_face,0.137542,0.155338
0.147857,1.2143,33.3333,15,FCC_face,0.138396,0.155308
0.147857,1.2143,33.3333,20,FCC_face,0.138011,0.155308
0.147857,1.2143,36.6667,5,FCC_face,0.090273,0.04958
0.147857,1.2143,36.6667,10,FCC_face,0.088107,0.049581
0.147857,1.2143,36.6667,15,FCC_face,0.087731,0.049581
0.147857,1.2143,36.6667,20,FCC_face,0.087679,0.049581
0.147857,1.2143,40.0,5,FCC_face,0.052497,0.030376
0.147857,1.2143,40.0,10,FCC_face,0.054071,0.030376
0.147857,1.2143,40.0,15,FCC_face,0.053924,0.030376
0.147857,1.2143,40.0,20,FCC_face,0.05394,0.030376
0.147857,1.3929,20.0,5,FCC_face,0.392557,0.200576
0.147857,1.3929,20.0,10,FCC_face,0.5606,0.474386
0.147857,1.3929,20.0,15,FCC_face,0.593175,0.754763
0.147857,1.3929,20.0,20,FCC_face,0.639525,0.881123
0.147857,1.3929,23.3333,5,FCC_face,0.426412,0.702716
0.147857,1.3929,23.3333,10,FCC_face,0.522484,0.333387
0.147857,1.3929,23.3333,15,FCC_face,0.560194,0.816743
0.147857,1.3929,23.3333,20,FCC_face,0.565718,0.488217
0.147857,1.3929,26.6667,5,FCC_face,0.363783,0.23316
0.147857,1.3929,26.6667,10,FCC_face,0.404259,0.355509
0.147857,1.3929,26.6667,15,FCC_face,0.416545,0.438491
0.147857,1.3929,26.6667,20,FCC_face,0.421235,0.495408
0.147857,1.3929,30.0,5,FCC_face,0.274,0.370598
0.147857,1.3929,30.0,10,FCC_face,0.281491,0.443861
0.147857,1.3929,30.0,15,FCC_face,0.282985,0.446078
0.147857,1.3929,30.0,20,FCC_face,0.285281,0.457426
0.147857,1.3929,33.3333,5,FCC_face,0.17479,0.385407
0.147857,1.3929,33.3333,10,FCC_face,0.190754,0.305082
0.147857,1.3929,33.3333,15,FCC_face,0.191411,0.324936
0.147857,1.3929,33.3333,20,FCC_face,0.191778,0.325362
0.147857,1.3929,36.6667,5,FCC_face,0.12134,0.095624
0.147857,1.3929,36.6667,10,FCC_face,0.124974,0.095755
0.147857,1.3929,36.6667,15,FCC_face,0.126809,0.095755
0.147857,1.3929,36.6667,20,FCC_face,0.127046,0.095755
0.147857,1.3929,40.0,5,FCC_face,0.084451,0.041023
0.147857,1.3929,40.0,10,FCC_face,0.08185,0.041023
0.147857,1.3929,40.0,15,FCC_face,0.081832,0.041023
0.147857,1.3929,40.0,20,FCC_face,0.081942,0.041023
0.147857,1.5714,20.0,5,FCC_face,0.333929,0.14131
0.147857,1.5714,20.0,10,FCC_face,0.503192,0.254355
0.147857,1.5714,20.0,15,FCC_face,0.589925,0.346434
0.147857,1.5714,20.0,20,FCC_face,0.640607,0.422652
0.147857,1.5714,23.3333,5,FCC_face,0.3899,0.796093
0.147857,1.5714,23.3333,10,FCC_face,0.550929,0.480541
0.147857,1.5714,23.3333,15,FCC_face,0.589737,0.395276
0.147857,1.5714,23.3333,20,FCC_face,0.608079,0.747875
0.147857,1.5714,26.6667,5,FCC_face,0.402531,0.23588
0.147857,1.5714,26.6667,10,FCC_face,0.471458,0.817425
0.147857,1.5714,26.6667,15,FCC_face,0.502394,0.584282
0.147857,1.5714,26.6667,20,FCC_face,0.517963,0.485057
0.147857,1.5714,30.0,5,FCC_face,0.31997,0.714159
0.147857,1.5714,30.0,10,FCC_face,0.354125,0.669108
0.147857,1.5714,30.0,15,FCC_face,0.362846,0.491671
0.147857,1.5714,30.0,20,FCC_face,0.365074,0.473206
0.147857,1.5714,33.3333,5,FCC_face,0.236291,0.238264
0.147857,1.5714,33.3333,10,FCC_face,0.240366,0.358465
0.147857,1.5714,33.3333,15,FCC_face,0.249426,0.434216
0.147857,1.5714,33.3333,20,FCC_face,0.251716,0.439845
0.147857,1.5714,36.6667,5,FCC_face,0.152282,0.214335
0.147857,1.5714,36.6667,10,FCC_face,0.172332,0.264358
0.147857,1.5714,36.6667,15,FCC_face,0.170206,0.268525
0.147857,1.5714,36.6667,20,FCC_face,0.171565,0.26719
0.147857,1.5714,40.0,5,FCC_face,0.112694,0.063324
0.147857,1.5714,40.0,10,FCC_face,0.1141,0.063366
0.147857,1.5714,40.0,15,FCC_face,0.114633,0.063366
0.147857,1.5714,40.0,20,FCC_face,0.114945,0.063366
0.147857,1.75,23.3333,5,FCC_face,0.384697,0.305596
0.147857,1.75,23.3333,10,FCC_face,0.529319,0.991503
0.147857,1.75,23.3333,15,FCC_face,0.591752,0.671612
0.147857,1.75,23.3333,20,FCC_face,0.636995,0.484853
0.147857,1.75,26.6667,5,FCC_face,0.406707,0.427935
0.147857,1.75,26.6667,10,FCC_face,0.510583,0.414068
0.147857,1.75,26.6667,15,FCC_face,0.565745,0.541194
0.147857,1.75,26.6667,20,FCC_face,0.580631,0.655008
0.147857,1.75,30.0,5,FCC_face,0.355083,0.222807
0.147857,1.75,30.0,10,FCC_face,0.410989,0.346261
0.147857,1.75,30.0,15,FCC_face,0.43097,0.42449
0.147857,1.75,30.0,20,FCC_face,0.439403,0.479185
0.147857,1.75,33.3333,5,FCC_face,0.281213,0.417838
0.147857,1.75,33.3333,10,FCC_face,0.30302,0.398938
0.147857,1.75,33.3333,15,FCC_face,0.307199,0.541715
0.147857,1.75,33.3333,20,FCC_face,0.311168,0.468115
0.147857,1.75,36.6667,5,FCC_face,0.193504,0.59388
0.147857,1.75,36.6667,10,FCC_face,0.21294,0.436095
0.147857,1.75,36.6667,15,FCC_face,0.220106,0.384356
0.147857,1.75,36.6667,20,FCC_face,0.218744,0.380006
0.147857,1.75,40.0,5,FCC_face,0.13645,0.177163
0.147857,1.75,40.0,10,FCC_face,0.149806,0.167064
0.147857,1.75,40.0,15,FCC_face,0.152858,0.167489
0.147857,1.75,40.0,20,FCC_face,0.151965,0.167504
0.147857,1.9286,23.3333,5,FCC_face,0.336004,0.166556
0.147857,1.9286,23.3333,10,FCC_face,0.515088,0.433272
0.147857,1.9286,23.3333,15,FCC_face,0.57125,0.784371
0.147857,1.9286,23.3333,20,FCC_face,0.641128,0.983496
0.147857,1.9286,26.6667,5,FCC_face,0.373945,0.837508
0.147857,1.9286,26.6667,10,FCC_face,0.53102,0.284243
0.147857,1.9286,26.6667,15,FCC_face,0.588986,0.735217
0.147857,1.9286,26.6667,20,FCC_face,0.608913,0.590122
0.147857,1.9286,30.0,5,FCC_face,0.380981,0.187172
0.147857,1.9286,30.0,10,FCC_face,0.459798,0.510518
0.147857,1.9286,30.0,15,FCC_face,0.494706,0.866149
0.147857,1.9286,30.0,20,FCC_face,0.514197,0.617218
0.147857,1.9286,33.3333,5,FCC_face,0.311952,0.855394
0.147857,1.9286,33.3333,10,FCC_face,0.358481,0.615047
0.147857,1.9286,33.3333,15,FCC_face,0.37327,0.44238
0.147857,1.9286,33.3333,20,FCC_face,0.378237,0.482706
0.147857,1.9286,36.6667,5,FCC_face,0.242169,0.214225
0.147857,1.9286,36.6667,10,FCC_face,0.253291,0.386892
0.147857,1.9286,36.6667,15,FCC_face,0.266702,0.520354
0.147857,1.9286,36.6667,20,FCC_face,0.27187,0.490346
0.147857,1.9286,40.0,5,FCC_face,0.162503,0.231637
0.147857,1.9286,40.0,10,FCC_face,0.1907,0.361658
0.147857,1.9286,40.0,15,FCC_face,0.189404,0.317012
0.147857,1.9286,40.0,20,FCC_face,0.193159,0.32897
0.147857,2.1071,26.6667,5,FCC_face,0.342771,0.642062
0.147857,2.1071,26.6667,10,FCC_face,0.524178,0.453663
0.147857,2.1071,26.6667,15,FCC_face,0.587462,0.34359
0.147857,2.1071,26.6667,20,FCC_face,0.62263,0.71419
0.147857,2.1071,30.0,5,FCC_face,0.38379,0.251298
0.147857,2.1071,30.0,10,FCC_face,0.491288,0.878715
0.147857,2.1071,30.0,15,FCC_face,0.550423,0.383109
0.147857,2.1071,30.0,20,FCC_face,0.577913,0.676101
0.147857,2.1071,33.3333,5,FCC_face,0.335423,0.261173
0.147857,2.1071,33.3333,10,FCC_face,0.400698,0.456748
0.147857,2.1071,33.3333,15,FCC_face,0.426582,0.571369
0.147857,2.1071,33.3333,20,FCC_face,0.438274,0.623958
0.147857,2.1071,36.6667,5,FCC_face,0.273984,0.346377
0.147857,2.1071,36.6667,10,FCC_face,0.303984,0.455003
0.147857,2.1071,36.6667,15,FCC_face,0.312911,0.50255
0.147857,2.1071,36.6667,20,FCC_face,0.320239,0.524146
0.147857,2.1071,40.0,5,FCC_face,0.19715,0.642278
0.147857,2.1071,40.0,10,FCC_face,0.2224,0.532056
0.147857,2.1071,40.0,15,FCC_face,0.234242,0.443429
0.147857,2.1071,40.0,20,FCC_face,0.232947,0.417044
0.147857,2.2857,30.0,5,FCC_face,0.376066,0.419168
0.147857,2.2857,30.0,10,FCC_face,0.498808,0.322055
0.147857,2.2857,30.0,15,FCC_face,0.577927,0.621759
0.147857,2.2857,30.0,20,FCC_face,0.604783,0.539374
0.147857,2.2857,33.3333,5,FCC_face,0.353142,0.166879
0.147857,2.2857,33.3333,10,FCC_face,0.436481,0.304571
0.147857,2.2857,33.3333,15,FCC_face,0.473931,0.48915
0.147857,2.2857,33.3333,20,FCC_face,0.493606,0.695324
0.147857,2.2857,36.6667,5,FCC_face,0.295715,0.982987
0.147857,2.2857,36.6667,10,FCC_face,0.34926,0.400179
0.147857,2.2857,36.6667,15,FCC_face,0.36756,0.416605
0.147857,2.2857,36.6667,20,FCC_face,0.374269,0.662194
0.147857,2.2857,40.0,5,FCC_face,0.235204,0.204684
0.147857,2.2857,40.0,10,FCC_face,0.254038,0.342601
0.147857,2.2857,40.0,15,FCC_face,0.272249,0.501517
0.147857,2.2857,40.0,20,FCC_face,0.27921,0.544324
0.147857,2.4643,30.0,5,FCC_face,0.339108,0.685199
0.147857,2.4643,30.0,10,FCC_face,0.50454,0.244488
0.147857,2.4643,30.0,15,FCC_face,0.579721,0.828232
0.147857,2.4643,30.0,20,FCC_face,0.612952,0.497715
0.147857,2.4643,33.3333,5,FCC_face,0.364466,0.170909
0.147857,2.4643,33.3333,10,FCC_face,0.466079,0.633262
0.147857,2.4643,33.3333,15,FCC_face,0.518741,0.828492
0.147857,2.4643,33.3333,20,FCC_face,0.551635,0.478608
0.147857,2.4643,36.6667,5,FCC_face,0.312096,0.422152
0.147857,2.4643,36.6667,10,FCC_face,0.382124,0.904962
0.147857,2.4643,36.6667,15,FCC_face,0.411998,0.816583
0.147857,2.4643,36.6667,20,FCC_face,0.426229,0.642463
0.147857,2.4643,40.0,5,FCC_face,0.259941,0.249226
0.147857,2.4643,40.0,10,FCC_face,0.292359,0.718212
0.147857,2.4643,40.0,15,FCC_face,0.308052,0.397037
0.147857,2.4643,40.0,20,FCC_face,0.319284,0.635947
0.147857,2.6429,33.3333,5,FCC_face,0.353075,0.218666
0.147857,2.6429,33.3333,10,FCC_face,0.477984,0.867986
0.147857,2.6429,33.3333,15,FCC_face,0.551865,0.348702
0.147857,2.6429,33.3333,20,FCC_face,0.5914,0.664747
0.147857,2.6429,36.6667,5,FCC_face,0.324515,0.191569
0.147857,2.6429,36.6667,10,FCC_face,0.409085,0.318922
0.147857,2.6429,36.6667,15,FCC_face,0.448658,0.405285
0.147857,2.6429,36.6667,20,FCC_face,0.469401,0.466078
0.147857,2.6429,40.0,5,FCC_face,0.276332,0.613685
0.147857,2.6429,40.0,10,FCC_face,0.331716,0.295934
0.147857,2.6429,40.0,15,FCC_face,0.350191,0.72598
0.147857,2.6429,40.0,20,FCC_face,0.359755,0.536431
0.147857,2.8214,36.6667,5,FCC_face,0.333405,0.146483
0.147857,2.8214,36.6667,10,FCC_face,0.431891,0.281996
0.147857,2.8214,36.6667,15,FCC_face,0.481786,0.498808
0.147857,2.8214,36.6667,20,FCC_face,0.510547,0.787224
0.147857,2.8214,40.0,5,FCC_face,0.288356,0.876149
0.147857,2.8214,40.0,10,FCC_face,0.359546,0.574121
0.147857,2.8214,40.0,15,FCC_face,0.390932,0.392531
0.147857,2.8214,40.0,20,FCC_face,0.405857,0.48121
0.147857,3.0,36.6667,5,FCC_face,0.338361,0.147515
0.147857,3.0,36.6667,10,FCC_face,0.450335,0.505775
0.147857,3.0,36.6667,15,FCC_face,0.512477,0.956631
0.147857,3.0,36.6667,20,FCC_face,0.553072,0.51808
0.147857,3.0,40.0,5,FCC_face,0.297377,0.330311
0.147857,3.0,40.0,10,FCC_face,0.380935,0.807125
0.147857,3.0,40.0,15,FCC_face,0.421645,0.946952
0.147857,3.0,40.0,20,FCC_face,0.443549,0.797433
0.158571,0.5,10.0,5,FCC_face,0.545075,0.340742
0.158571,0.5,10.0,10,FCC_face,0.515434,0.651369
0.158571,0.5,10.0,15,FCC_face,0.546313,0.602903
0.158571,0.5,10.0,20,FCC_face,0.541344,0.530468
0.158571,0.5,13.3333,5,FCC_face,0.384466,0.582946
0.158571,0.5,13.3333,10,FCC_face,0.405645,0.411617
0.158571,0.5,13.3333,15,FCC_face,0.4052,0.432749
0.158571,0.5,13.3333,20,FCC_face,0.404769,0.434572
0.158571,0.5,16.6667,5,FCC_face,0.239174,0.343705
0.158571,0.5,16.6667,10,FCC_face,0.237329,0.320972
0.158571,0.5,16.6667,15,FCC_face,0.237066,0.319425
0.158571,0.5,16.6667,20,FCC_face,0.237039,0.319495
0.158571,0.5,20.0,5,FCC_face,0.126392,0.173831
0.158571,0.5,20.0,10,FCC_face,0.127029,0.173637
0.158571,0.5,20.0,15,FCC_face,0.127007,0.173637
0.158571,0.5,20.0,20,FCC_face,0.127008,0.173637
0.158571,0.5,23.3333,5,FCC_face,0.069518,0.06736
0.158571,0.5,23.3333,10,FCC_face,0.06945,0.06736
0.158571,0.5,23.3333,15,FCC_face,0.06945,0.06736
0.158571,0.5,23.3333,20,FCC_face,0.06945,0.06736
0.158571,0.5,26.6667,5,FCC_face,0.039476,0.037568
0.158571,0.5,26.6667,10,FCC_face,0.039475,0.037568
